title,body,date,language,assigned_topic,classif_result
Easy loved the pictures on I pad of the…,easy loved pictures pad abby good price never cedar city looking forward two great grand kids visiting grandma,"Date of experience: April 28, 2024",en,2,value
Booking made easy,booking super easy hopefully hotel experience great,"Date of experience: April 28, 2024",en,4,rooms
I asked if the representative was on…,asked representative site hotel said yes asked third party direct hotel said direct also requested security code along personal information never received confirmation email cryptic dishonest,"Date of experience: April 28, 2024",en,6,rooms
never saw the final price,never saw final price,"Date of experience: April 28, 2024",en,6,overall
Reception was polite,reception polite room adequate liked lake view august last year,"Date of experience: August 25, 2023",en,2,service
Great rates,great rates accommodating staff easy access booking rooms,"Date of experience: February 15, 2024",en,2,rooms
Fast and efficient,fast efficient,"Date of experience: April 27, 2024",en,4,value
Takes the stress out of pre-cruise planning.,used hotel needs prior cruise gem wish found earlier,"Date of experience: April 27, 2024",en,6,rooms
I had to book multiple rooms for…,book multiple rooms coworkers attend conference website easy navigate booking took a minutes set reservations different conference prior setting tundra land rooms done via phone call actual person took almost hour awesome,"Date of experience: April 26, 2024",en,6,service
We have stayed before and it was easy…,stayed easy use,"Date of experience: April 26, 2024",en,4,service
Easy to book,easy book,"Date of experience: April 25, 2024",en,4,overall
Website was easy to navigate,website easy navigate instructions simple easy follow,"Date of experience: April 26, 2024",en,6,overall
Quick and Easy to use.,quick easy use,"Date of experience: April 25, 2024",en,4,service
when i checked to confirm,checked confirm additional 230 something taxes showed raising rate 963 687 friend got expedite 702 looked today got 730,"Date of experience: April 25, 2024",en,6,service
Website is great. Price is a problem.,website great could problem pricing booked room a person checking with may 175 wanted breakfast website price quoted 275 contact direct tomorrow query 100 single breakfast quite expensive,"Date of experience: April 25, 2024",en,6,rooms
It was very easy and straightforward to…,easy straightforward book nothing hidden reading find print,"Date of experience: April 24, 2024",en,4,overall
Unknowing switch to 3 Rd party,hotel website book reservation switched site unknowingly addition getting reward points site cost of,"Date of experience: April 24, 2024",en,6,service
I was off by one day for the booking…,one day booking saw way change cancelling rebooting,"Date of experience: April 24, 2024",en,6,service
I found it to be quick and easy and…,found quick easy simple appreciate convenience,"Date of experience: April 24, 2024",en,6,value
Fast and efficient.,fast efficient,"Date of experience: April 23, 2024",en,4,value
Fast and easy,speed availability,"Date of experience: April 23, 2024",en,6,service
The flowing reservation process,clear information beautiful picture detail room rates made decision choose warehouse easy reservation process streaming easy scheduling process easily flowed one question next without losing information page,"Date of experience: April 23, 2024",en,4,rooms
Need a getaway,easy navigate,"Date of experience: April 23, 2024",en,6,overall
price is way more than my brother got…,price way brother got room of days ago of cheaper got phone of minutes ago given opportunity see osage club card st mary reunion possible discounts brother booked 159fees of and9999 in of and610 reasoning,"Date of experience: April 23, 2024",en,6,rooms
love the experience,coming south point live always enjoyed experience,"Date of experience: April 23, 2024",en,0,location
A very user friendly process.,user friendly process,"Date of experience: April 22, 2024",en,5,overall
thought was booking direct but found…,thought booking direct found agency couldn't book dates really wanted first go round long story short plenty rooms called hotel today agency couldn't handle cancelling one three nights booked lied rooms available,"Date of experience: April 22, 2024",en,6,rooms
My little getaway,quick easy,"Date of experience: April 21, 2024",en,6,overall
Nothing special,nothing special fact cost go would used bookingcom,"Date of experience: April 20, 2024",en,6,service
Easy to navigate,easy navigate,"Date of experience: April 20, 2024",en,6,overall
Fantastic!,easy access needed appreciate clear directions easy booking experience,"Date of experience: April 20, 2024",en,6,service
I felt rushed,felt rushed done like feel rushed planning one weekend please done rush,"Date of experience: April 19, 2024",en,2,overall
I rang,rang twice difficult understand standard english low could explain number needed selection pressed a new booking told wrong gave booked line,"Date of experience: April 20, 2024",en,6,service
Quick and easy,quick easy,"Date of experience: April 19, 2024",en,6,overall
Easy website to use,easy website use priceless,"Date of experience: April 19, 2024",en,4,value
Easy to use and it checked for open…,easy use checked open dates,"Date of experience: April 18, 2024",en,6,service
Very easy to manouver and find what I…,easy vancouver find needed,"Date of experience: April 18, 2024",en,6,location
Simple clear easy,simple clear easy,"Date of experience: April 18, 2024",en,4,cleanliness
Site was informative,site informative great photos property booking went smoothly,"Date of experience: April 18, 2024",en,0,service
A very disingenuous company,ord party booking adds fees top hotel may add found calling front desk agent found added charges use company dirty making believe fact associated hotel covered fees fact associated disingenuous service provide your better booking hotel,"Date of experience: April 03, 2024",en,6,service
Do not use this site to make…,use site make reservations added extra layer work additional charges hotel website clicked book unbeknownst redirected rotenone website booked four rooms needed uncharged room point cost 1041 ended costing 175944 took hours talking customer service hotelsone clearly explain difference saw folios expedite sent bill hotelsone got one response one agent another another agent supervisor shameless practices unapologetic live booked huge number hotel rooms business pleasure far unpleasant experience live ever,"Date of experience: April 05, 2024",en,6,rooms
