title,body,date,language,source
Great Experice,great service galahotels superservice mrosama galahotels,"Date of experience: February 02, 2017",en,Gala Hotel
Best price,needed book a rooms system page a room time contacted galahotels tough chat immediately presented page a room booking didst fill sepretlyand best price,"Date of experience: February 01, 2017",en,Gala Hotel
long way to get the refund,made reservation of december day cancelled till refund provided applied customers service many times receiving automatic answer refund still processing come money taken right confirmation cancellation difficult get back of business daystill one pending reservation themyesterday finally received refund in waiting get experience future booking made still see works good galahotels reservations till know care reputation reviews really slow terms refundsjust returned triple hotel ordered via galahotels good registration went smoothly without unexpected surprises thanks galahotelscom,"Date of experience: February 01, 2017",en,Gala Hotel
SO FAR SO GOOD...,made booking gala last week hotel cuba live found us sites expensive booking cuba due political stipulations found good rate gala booked want finding another good true rate us chain hotel became sceptical researching galahotelscom web growing terrified may made terrible mistake however calling cuban hotel directly number provided prepaid voucher fears put rest hotel employee verified reservation fact already everything order far overall hotel rating concerned nothing gala booking agents follow update return cuba april far good,"Date of experience: January 31, 2017",en,Gala Hotel
Still waiting for the refund after cancellation,cancel part trip cuba therefore hotels booked via galahotel informed one month advance received reply reimbursement would take place within of days received email early december coming back trip beginning january checked account refund executed sent several reminders politely asked information refund status received standard answer payment yet executed without providing date refund explanations delaythe reimbursement conditions stated website reply respected free cancellation refund of working days one month deadline reimbursement still counting start think late refunding strategy company use yield interest probably keep delaying reimbursement important amount hope point get refund honestly start doubt avoid finding extremely unpleasant unprofessional situation would strongly advise avoid dealing galahotels hesitate share informationdispite fact company replied comment one contacted refund take place nothing happened a days galahotels asking back money absurd takes much time continue providing standard answers update refund concrete actionafter emails custom service a phone calls received refund around a months cancellation booking,"Date of experience: January 30, 2017",en,Gala Hotel
Bad experience,arrived didst find room wait around a hours make booking give room booked flat recommend deal hotel unless solve reservations issues,"Date of experience: January 29, 2017",en,Gala Hotel
Still waiting for refund!!!,booked a rooms gala hotels stay bangkokdue sad circumstances cancel trip received email gala hotels would refund money within a working days got email january eth 2017 still money mailed several times keep apologizing still money think bad servicetrudian deurlooit took a weeks first email finally got refund,"Date of experience: January 27, 2017",en,Gala Hotel
we were moved from los jasmines to la …,moved los jasmine la permit short notice booked months advance must admit permit really nice staff friendlier los jasmine,"Date of experience: January 26, 2017",en,Gala Hotel
Free cancellation might require a bit of insisting but came through in the end.,booked hotel free cancellation cancelled following day taken one half month almost two weeks of working days say website bit insisting calls emails ultimately review finally get call customer service indeed quickly took care bit disappointing companies general done seem care much stall review posted online rather solving issue without hassle beginning end however sorted least one issue gala hotels worked fine reservations keep fine make bookings aware cancelling could take bit longer usual get refund,"Date of experience: January 25, 2017",en,Gala Hotel
The free transfer offer did not work,one showed transfer airport hotel meant pay of euros tabitha problem tuna aparkgalahotels sent wrong voucher data another customer realized immediately error apologizing email send correct voucher therefore one came look us client a years first time problem galahotelsi expect response compensation error cost of eurosmiguel angel franco,"Date of experience: January 24, 2017",en,Gala Hotel
Also came across with a fake hotel,done several bookings stay cuba galahotels overall convenient easy hotels quite nice informed things worked smoothly except one hotel turned fake hotel,"Date of experience: January 24, 2017",en,Gala Hotel
"3 months after free cancelation, no refund",bookingsbooking id hotelcity23012007despite several requests still refund 23012027 search closebooking id status hotel city check check total 13471274 cancelled liabeny hotel madrid of oct 2016 of nov 2016 of eur,"Date of experience: January 23, 2017",en,Gala Hotel
its was excellent,excellent amazing thankyou,"Date of experience: January 22, 2017",en,Gala Hotel
this is undoubtedly the worst hotel at which I've stayed.,state hotel deplorable us standards decrepit air conditioning work could fixed hot humid told could housed another hotel went hotel room available room dos mares located second floor entrance hotel made effort prevent loud noise entrance hotel staff one could slept drinking laughing shouting felt incredibly sorry one conscientious employee front office besieged complaints beyond capacity address,"Date of experience: January 21, 2017",en,Gala Hotel
"No reservation ensured, yet no problem to confirm the reservation and take the money",quickly arrange a night room zurich used galahotels immediately charged money live received confirmation reservation arrived hotel didst reservation lucky room pay second time get room happened eth december 2016 refund processed belong story short didst ensure reservation hotel yet they've immediately charged means in waiting refund cha of days countingupdate live received refund card jan 2017 in of days live paid service provided live submitted a cases support webpage created one positive review ask star rate would give hotel booking provider book hotels takes money sends confirmation room booked even yet balls assure that keep money accounts of days really kindly ask update star ratedear galahotels refunding money upgraded scam poor service fact service didst book hotel told still think star rate appropriate please contact update,"Date of experience: January 19, 2017",en,Gala Hotel
I´m new with Galahotels.com,last week booked summer holiday stay gala troubled read criticism net booked contacted reserved hotel confirm reservation however none made yet started get even troubled galas website livechat tried one today two hours gave wrote ill right back timeafter phoned london office assured wait couple days reservation sent hotel felt little confident reservation safe secure final assurance came reception hotel emailed evening telling booking ski think good publish problems felt needed publish good news wellsummarygalahotelscoms hotelbookings website excellent voucher purchase came directly made buytheir online chat mailservice needs som serious improvementstheir support phone london good certainly try site even though gave scare reading issues many earlier,"Date of experience: January 18, 2017",en,Gala Hotel
WE have no complaints or criticism of Gala Hotels. Our difficulties are stated below.,flight kl591 arrived rambo airport johannesburg 2230 arson of december aircraft 777 300 300 passengersthe south african immigration authorities airport opened fivereception desks two a passport holders three foreign passport holders a passport holders finished of minutes desks closed foreign passport holders took hour of minutes checked officials duty rude unhelpful slow collecting luggage requested assistance protean transit hotel told access hotel closed airport security leave airport take bus another hotel airport area of january awaiting return flight found protean airport transit hotel enquired denied access told airport security allowed give access foreigners advised 10800 refunded total hotels respectfully request reimbursement 10800cb latham,"Date of experience: January 18, 2017",en,Gala Hotel
Good service,website platform useful find good solutions housing found nice hotel cuba description found galahotels good,"Date of experience: January 18, 2017",en,Gala Hotel
hotel,arrive star hotel plovdiv told us done booking pay show voucher told us didst receive reservation disappointed,"Date of experience: January 17, 2017",en,Gala Hotel
Had problems - eventually resolved,booked hotel cuba website booking process simple confirmation received immediately unfortunately issues hotel cuba unable get contact gala hotels via telephone internet complaint service respond complaint kept sending automated message saying dealing issue rather speaking us directly requested eventually of weeks hotel stay issue resolved fully satisfied outcome,"Date of experience: January 16, 2017",en,Gala Hotel
hotel Palco,hotel far city beach bathroom unsatisfying,"Date of experience: January 14, 2017",en,Gala Hotel
Bad bad experience.FAKE COMPANY!,booked hotel cuba a nights 275 euro immediately sent email booking confirmation day galahotels contact telling hotel want available anymore giving different options like book another one get refund first chose book another one received email reply told hotel booked available insert credit card possible pay twice tried contact reply research live done company decided cancel get refund a a working days like told in still waiting someone galahotels answer emails strange galahotels good ratings trustpilotprobably reviews fake please careful company read comments complaintsboardcom,"Date of experience: January 14, 2017",en,Gala Hotel
Has not refunded my money,gala booked one hotel change less expensive hotel said would refund difference 965 month later refunded money emailed several times received answer since based us done know legal recourse never use someone familiar,"Date of experience: January 14, 2017",en,Gala Hotel
Very good,good rates professional people,"Date of experience: January 13, 2017",en,Gala Hotel
Really bad customer service;,hotel lovely front desk staff really rude failed occasions book journey back airport cost of pounds total disappointed,"Date of experience: January 13, 2017",en,Gala Hotel
memories cayo santa maria,nice hotel accommodations easy access beautiful beach nice people everything needed,"Date of experience: January 13, 2017",en,Gala Hotel
Good clean safe,of min walk waterloo undergroundhelpful staffexcellent english breakfastroom fan heater highcauses much wind,"Date of experience: January 12, 2017",en,Gala Hotel
Still waiting for Refund,august of 2016 made booking galahotelscom a nights hotel copenhagen a min cancelled reservation got email gala hotels accepting cancellation stating 193125 der charged 18500 paid credit card would returned within of days in still waiting money get account every attempt contact company spain well us phone far vain gala hotels costumer service form write case filling everything press send find email address doesn't exist looked voucher find reference number booking id looks good enough reference number looks kind phone me would like know gala hotels really want refund moneyjanuary of 2017the day review posted got email gala hotels stating refund 185 ben processed successfully check credit card account 160117 next day refund paid credit card neither mentioned days january of received another mail gala hotels saying received review send refund bank get approved card several day update star rate relates hotel quality still waiting understand like several clients refund paid somalia hotels really want refund money update feb a 2017galahotels finally returned payment 185,"Date of experience: January 12, 2017",en,Gala Hotel
Good Price!,make reservations galahotels long time everything of,"Date of experience: January 12, 2017",en,Gala Hotel
visit europe,reserved gala istanbul visits venice florence also paris happy staff istanbul planning book future holidaysthanks attention excellent serviceable best,"Date of experience: January 12, 2017",en,Gala Hotel
Average. Low value for money,low value money,"Date of experience: January 11, 2017",en,Gala Hotel
holiday to dubai,hilton hotel dubai marina good nice place whit big roomalso nice breakfast beach relax holiday,"Date of experience: January 11, 2017",en,Gala Hotel
it feels like fake,hotel payed galahotels not informed time anyone kind coming book hotel able stay there interested get many back galahotelnever,"Date of experience: January 11, 2017",en,Gala Hotel
Appalling,booked room gala hotels august 2016 going use december 2016 cheap of also free cancellation period per terms conditions charged room would receive full refund cancel within agreed time cancelled room beginning december still received refund nearly two months sent numerous emails tried live chat facility told send email desperation called customer services told verbatim complicated explain haven refund yet sorry get one within of days well nearly two weeks ago want of back room didst serve never disgusted felt frustrated organisation life would never ever use company urge others eitherupdate since posting received refund also asked remove review money back think stay warning others,"Date of experience: January 11, 2017",en,Gala Hotel
I   recommended your company to my friends.,everything excellent hotel position room big clean enjoyed well repeat soon thank,"Date of experience: January 10, 2017",en,Gala Hotel
Rude Management.,stay mayo coco hotel bathe hotel of nothing exceptional load music played hotel staff beach pleasantest staff helpful time check surprise forced pay of fine return poll towel room problem towel room arrived accused us stealing nevertheless kept luggage hostage paid paying 600 couple night,"Date of experience: January 10, 2017",en,Gala Hotel
Good comparative site for different hôtel status,good comparative site different hotel status easy use good base information galahotels needs give bit information hotels please see evaluation hotel next,"Date of experience: January 10, 2017",en,Gala Hotel
"My holidays became a desastre with galahotels,  becarefull",booked gala hotels holidays dubai august of booking payed reservation confirmed arrival hotel january and midnight hotel didst find booking requested payment new amount new price tried call gala hotels didst answer help support thing closing request site saying refund amount otherwise done care problem manage declined responsibility didst say sorry explained happened hate galahotels please done ask make request several time closed service catastrophic done understand got note site like tripadvisor partnerafter comments received feedback galahotels contacted via email requested refund difference price still answer one week ago received email today gala hotels prove one time professional client service last thing think said make refund close incident done want explain history eth time done want refund time another person answer request looks like communicating giving answeragain explain situation future clients site becarfull booked hotel a months holidays hotel approved day arrival gala cancelled booking without raisin didst want answer several calls emails stay hotel hotel requested page expensive price compared payed obliged negotiate ask discount finally pay agreed gala gala done want pay difference minimum,"Date of experience: January 09, 2017",en,Gala Hotel
No problems but communications took a while.,although end everything worked reservation questions email responses could take days get back us sometimes required second email request getting response,"Date of experience: January 09, 2017",en,Gala Hotel
Extremely disapointed,good things hotel sheets towels service front desk horrible untrained unpleasant employees general state conservation hotel poor done recommend anyone,"Date of experience: January 09, 2017",en,Gala Hotel
Pillo hotel,friendly staff building grubby need tic,"Date of experience: January 09, 2017",en,Gala Hotel
Good range of options,good range hotels choose unfortunately chose wrong one,"Date of experience: January 08, 2017",en,Gala Hotel
Comfortable Hotel at walking distance from the center of Florence,meridian hotel comfortable good service pleasant breakfastthe aspect needs improving wifi service either slow unreachable rooms,"Date of experience: January 08, 2017",en,Gala Hotel
Never again!,booked many hotels various agencies one inflexible unreachable gala hotels flight booked one day earlier departure credited one night one week stay although hotel agreed cancel booking one night using telephone numbers gala hotels voucher every number us spain italy passed finally answering machine saying number calling unbelievable bad service travel agency,"Date of experience: January 08, 2017",en,Gala Hotel
"Terrible hotel, not same on the pictures. Not correct info. Not recommend!!!!",wish get back money like always chance,"Date of experience: January 08, 2017",en,Gala Hotel
Excellent service. Never any problems with bookings.,highly recommended hotel booking service provider live used service number occasions problem,"Date of experience: January 08, 2017",en,Gala Hotel
Very good,clean kind personnel good breakfast convenient price,"Date of experience: January 08, 2017",en,Gala Hotel
Everything was fine,good stay cuba wife two sons would recommend everyone mark,"Date of experience: January 07, 2017",en,Gala Hotel
A great hotel in the centre of the city with a great price/quality rate,check slow january stour room second floor noisy construction side building restroom really small shower screen made floor completely wet shower asked change room hotel gave us new room fifth floor absolutely perfect big balcony views centre citybreakfast of enough variety things fresh fruit pancakes syria great choice,"Date of experience: January 07, 2017",en,Gala Hotel
Everything was perfect,reservation payment whole service expected,"Date of experience: January 07, 2017",en,Gala Hotel
We didn't enjoy yours services,stay peninsula varadero send us media varadero hotel prepared receive us rooms dirty sheets smelling like musty curtains bathroom darker dust cockroaches a january didst clean room rule yellow smelling like musty went complain didst send anyone clean lady costumer service even told mon always complaining money wasted pictures want check,"Date of experience: January 06, 2017",en,Gala Hotel
Communicating with the right people?!,booked hotel havana cuba via galahotelscom immediately began receiving multiple marketing emails galahotels arrived hotel havana hotel reservation ultimately honoured reservation glad id printed confirmation page,"Date of experience: January 06, 2017",en,Gala Hotel
No refund after cancellation,cancel reservation time airline changed flight another day tried contact galahotels many different ways tell new situation of many days later got confirmation money paid back within of businessdays never gave money back still waiting service galahotels read send money back,"Date of experience: January 06, 2017",en,Gala Hotel
Good staff. Good service. Rooms need to get better,owner would improve roomsthe staff service location great,"Date of experience: January 06, 2017",en,Gala Hotel
noisy room equals no sleep.,room noisy could hear next room clearly right across elevator heard noise night room bad shape heat coming space heater adapter could charge ipad staff polite helpful wanted pay cash told charges already gone leave didst know change,"Date of experience: January 06, 2017",en,Gala Hotel
Wonderful stay,reading bad good reviews resort baffled decide book reasonable price amazing thing everything free mean buffet foods breakfast lunch dinner even cocktail drinks room okay bad satisfied accessible beach resort unfortunately offer wifi disappointing go sun beach hotel a blocks away resort use wifi needs buy wifi card a cut one hour,"Date of experience: January 06, 2017",en,Gala Hotel
perhaps not again,generally staff excellent way pay grade given generally low paid status bar meal burger absolutely disgusting burger meat luke warm greasy reconstituted potato chips could cut smaller inedible overcookedthe main course restaurant later good chef clearly aware strong flavoursome sauce necessary compensate tasteless battery chicken 430am following morning trapped side door banging attracted attention someone outside let back left main entrance complaining desk incident indifference stone faced open till am hell way find last time stayed water biscuits room time nothing belonging high whatever called becomes somewhat irrelevant choose stay experience,"Date of experience: January 06, 2017",en,Gala Hotel
Beautiful resort!!,location food spa room hotel absolutely amazing,"Date of experience: January 06, 2017",en,Gala Hotel
I would go there again!,nice hotel friendly personnel good breakfast,"Date of experience: January 06, 2017",en,Gala Hotel
Most Stressful booking experience,booked reservation able get touch anyone made us nervous even checking hotel know weeks scam called every phone number available one international nobody answered tried options call always took voicemail machine didst allow speak anyone leave message opening case took days anyone responded response time scheduled trip like day trip helpful responses never answered questions could respond original case id open new case tried emailing well chat chat rep says there sales cant help or chat reps awful experience caused headache anything,"Date of experience: January 05, 2017",en,Gala Hotel
Excellent,excellent service gala easy book enjoyable experience,"Date of experience: January 05, 2017",en,Gala Hotel
Booking with Gala Hotels.,give best dealworth,"Date of experience: January 05, 2017",en,Gala Hotel
Excellent,totally recommend hotel one night stay room good modern furniture everything super clean bed comfy,"Date of experience: January 05, 2017",en,Gala Hotel
Everything perfect,reservation til check hotel everything clear without problem price best difference portals visited recommend booking system,"Date of experience: January 05, 2017",en,Gala Hotel
our stay in Trieste,savoie palace superb hotel next piazza de la unitathe room large a comfortable beds huge bathroom noise buffet breakfast excellent staff extremely helpful,"Date of experience: January 05, 2017",en,Gala Hotel
"Everything perfect, no problems",bookings galahotels worked perfectly problemsfull recommendation,"Date of experience: January 04, 2017",en,Gala Hotel
stolen money from my room 300 € -unacceptable,stayed hotel 271216 311216on 30122016 realized amount money particular 300 euros left wallet room missing mentioned incident immediately receptionist supposing justifiably someone personnel hotel keys room stolen amount taking breakfast asked mention incident manager following day managers response nothing could done trust personnel hotel whereas hotel maid room denied involvement incident unfortunately insist able take action following day call police fingerprints wallet could received take flight back country however given consider incidents unacceptable hotels level reputation like never faced similar incident previous trips regret inform intend proceed legal action possible order prove right,"Date of experience: January 04, 2017",en,Gala Hotel
They call to check we were aware of the no cancelation policy,thought quite good,"Date of experience: January 04, 2017",en,Gala Hotel
it's ok,of smooth booking,"Date of experience: January 04, 2017",en,Gala Hotel
"superb hotel, top location, perfect staff !!!",everything great room small a people,"Date of experience: January 04, 2017",en,Gala Hotel
Fraud!,hotel prepared gala hotels arrived hilton reservation even made payed gala hotels hilton stay hope claim back money gala hotels,"Date of experience: January 04, 2017",en,Gala Hotel
Nice hotel with good breakefast,nice cosy rooms location great near center breakfast tasty,"Date of experience: January 04, 2017",en,Gala Hotel
"Great staff, good hotel , excellemt connection to the Railways station",sur come back hotel next time,"Date of experience: January 04, 2017",en,Gala Hotel
"3 stars is the best I van give, because of the bet roomservice.",get room invalid done ask,"Date of experience: January 04, 2017",en,Gala Hotel
Amazing Hotel and friendly staff,hotel amazing good facilities staff friendly highly recommended,"Date of experience: January 04, 2017",en,Gala Hotel
Company review,efficient email communication reservations aboutthe service provided,"Date of experience: January 03, 2017",en,Gala Hotel
Just the Basics. No Customer Service At All!,december 2016 booked stay gala hotels december of december of villa bacuranao cuba questions booking tried call every phone number could find gala hotels want easy find us number none phone numbers worked tried calling days hours answer ever clearly working us phone number way ask questions site either lack easy communication made feel extremely uncomfortable entire situation one point thought perhaps scam money stolen arrived villa bacuranao told reservation valid vacancy particular hotel staff extremely nice apologetic explained part group hotels called islazul mix regarding hotel booking actually never figured mistake made gala hotels local islazul group clearly communication two extremely poor moved us another hotel town called guanaco of minute drive away initially concerned friends meeting booked place assured us friends also moved new hotel hotel staff drove us new hotel new hotel called villa blanca center guanaco decent hotel extremely nice staff completely different experience anticipated ultimately enjoyed experience villa blanca middle lively town access lot restaurants easy transportation havana even pool blocks away access kids decent beach within walking distance even better beaches went via of minute taxi bus ride fortunate easygoing people accepted situation graciously adventure didst ruin vacation however imagine tourists experience could utter disaster fact believe deserve type compensation landor type coupon toward another stay however given experience gala hotels done believe actually customer service exists appears simply portal bookings pretending real company therefore would never use service would recommend anyone else,"Date of experience: January 03, 2017",en,Gala Hotel
very satisfied,user friendly options would help find right hotel like spa threatens massages pool choose selecting hotels really like include names persons stay hotel name one made booking would great make reservations pay immediately could course mean pay bucks great prices return share,"Date of experience: January 03, 2017",en,Gala Hotel
Cuba,easy navigate although confusing different room rates advertised hard tell difference rooms,"Date of experience: January 03, 2017",en,Gala Hotel
FAKE company: Only made half  of the reservation in one hotel and none on the other,varadero hotel made reservations received room us state owned hotels pay twice much stay night different hotel since late could get back havana hotel havana one two rooms reservedand accept vouches galahotels forced pay second room rate almost twice paid rooms late look another hotelthe room part hotel run next noisy open air disco played music a the bathroom dirty air conditioning showed mold food terrible several weeks since requested refund answerthis fake company answer phone international numbers,"Date of experience: January 03, 2017",en,Gala Hotel
Extremely bad service which I would never recommend to anyone,dear allunfortunately faced cheating booking online hotel via galahotelscom service customer online account inform nonrefundable booking customer learns post factumgalahotels callcenter unprofessional guys simply drop phone help customer afterwards phone number blocked customer cannot reach call center call center agents promise return calls never conversation style unacceptablebad ever experience amazing cheatingtatiana makarova,"Date of experience: January 03, 2017",en,Gala Hotel
"Okay deal, but make sure to get the all inclusive option.",a nights stay late december 2016 room okay clean enough buildings quite new arrival bit frustrated learn bed breakfast option selected already paid considerable sum money include anything outside sleep breakfast service in access main building swimming pool access activities beach access clearly stated website purchase reason complained paying extra of euro per day per person got access activities buildings buffet lunch dinner am pm done understand reason time limitation anyway book make sure get straightaway inclusive option otherwise definitely worth money entertainment team good beach sea absolutely fantastic 18km stretch,"Date of experience: January 03, 2017",en,Gala Hotel
Smooth booking,everything of booking bit nervous online reviews company could reach call center trying several timesotherwise value money good everything went planned,"Date of experience: January 03, 2017",en,Gala Hotel
Good experience,happy aspects hotel distance airport efficiency checking desk cleanliness good quality room communal areas hotel full marks,"Date of experience: January 03, 2017",en,Gala Hotel
Horrid experience,firstly safe somewhat pleasant arrival totally marred fact unaccomodating staff giving us news expected booked showed booking confirmation via gala hotels informed campanile business companysecondly used corner place sat like scolded children whilst lengthy exchange took place management staff made several phone calls presume gala hotels resulted lengthy exchanges management staff half hour beckoned reception desk told yes booked totally different name us hadwith sorted told extras taxes led believe prepaid holiday free hidden charges along parking turned untrue pay taxes parking per nightshirt eating restaurant evening good person charge offish made us feel like trespassers ripped food turned cheaper much cheaper eat away hotel well much pleasant staffcustomer relationship attitude would travel via company would stay campanile,"Date of experience: January 03, 2017",en,Gala Hotel
Best price,found best price galahotel website booking confirmation quick,"Date of experience: January 02, 2017",en,Gala Hotel
Great start to a long flight!,efficient service start finish easy direct booking comfortable room pleasant restaurant friendly shuttle service terminal value money,"Date of experience: January 02, 2017",en,Gala Hotel
Excellent,great company book really recommend,"Date of experience: January 02, 2017",en,Gala Hotel
great hotell at reasonable price,stayed top london hotel booking gala hotels great deal smooth transaction would highly recommend,"Date of experience: January 02, 2017",en,Gala Hotel
Wery bad,guam hotel cuba expected old worn rotten walls stairs walkways stepped a times fortunately without damage three days hot water even suggest a days able borrow one bathroom one cabins turned light fortunately went bath dark catering also rather moderate bit pricey departure arrival hotel kilometre boat ride mainland included of cut per person pay extra mentioned offer parking fees a cut per day either back island within a afternoon otherwise pay of cut of us certainly recommended cost of us announced brigitte carter denmarkstill many mails days company tell contact hotel cuba booked pay hotel gala hotels must take actionsonotice write prefabricated answers,"Date of experience: January 02, 2017",en,Gala Hotel
Gala Hotels Glasgow Booking,used gala hotels many times last ten years never let us thank youarchi ban,"Date of experience: January 02, 2017",en,Gala Hotel
Aged hotel with a weird 'shopping mall' on the ground floor. Everything here is overpriced.,local beer singh hotel room mini bar costs 270 thai bath in a restaurants coffee shops hotel equally overpriced hotel surely stylish age,"Date of experience: January 02, 2017",en,Gala Hotel
Excellent online service and great options,would recommend company everyone,"Date of experience: January 02, 2017",en,Gala Hotel
room smelt of smoke ! poor decoration throughout,room smelt smoke poor decorative order staff polite food adequate needed bath home fumigate clothing,"Date of experience: January 02, 2017",en,Gala Hotel
Hotel booking by GalaHotels.com,worked fine problem check check would prefer are payment,"Date of experience: January 02, 2017",en,Gala Hotel
Great stay,good stay quality room facilities breakfast food,"Date of experience: January 02, 2017",en,Gala Hotel
Booking in London,made a bookings gala hotels accommodation london upon arrival quite late night second booking couldn't found caused lot inconvenience us couple travelling together hotel staff excused site explaining new cooperation suppose things happen would give another chance,"Date of experience: January 02, 2017",en,Gala Hotel
Abandoned in brussels,made reservation brussels sheraton hotel company with december arrived brussels found hotel broken closed of december seems previous day sent us email two alternative options call brussels airport 830 phone number spain nobody speaks spanish indicate of minutes send email new invoice hotel chosen two possible 1200 many calls tell us impossible reserve seats refund money leaving us two children brussels airport christmas without hotel call one hotels given option according places reserved room they tell gala hotels hour send email money back doth next day call two days later mail arrives indicating give back money think finally file complaint visa get money banknote a days galahotels contact denotes yesterday galahotels received money back,"Date of experience: January 02, 2017",en,Gala Hotel
Unfit for a hotel of that category,cold rookery noisette pillow uncomfortablescarce host products horrible experience,"Date of experience: January 02, 2017",en,Gala Hotel
Convenient,room of floor dirty arrived found hair shower cleaning room hit miss bins emptied regularly cleaning products put toilet hotel good location staff friendly surprised charge wifi many places days provide free wifi,"Date of experience: January 02, 2017",en,Gala Hotel
Excellent!,everything excellent thanks,"Date of experience: January 01, 2017",en,Gala Hotel
We feel defrauded by Galahotels.com …,feel defrauded galahotelscom led believe booking room starfish cairo palms hotel varadero booking voucher explicitly specified however upon arrival informed reservation actually las palms hotel hotel owned company two blocks away las palms hotel thoroughly inferior cairo palms two blocks beach pool amenities block rooms ugly eating hall terrible breakfast served us asking refund,"Date of experience: January 01, 2017",en,Gala Hotel
Bad behavior recently with denying  …,bad behavior recently denying forwarding booking requested accommodation,"Date of experience: December 31, 2016",en,Gala Hotel
This hotel has a lovely nostalgic f …,hotel lovely nostalgic feeling bygone era also friendly comfortable short visit havana,"Date of experience: December 31, 2016",en,Gala Hotel
Hilton Rotterdam,hotel corresponding information displayed site helpful staff rich breakfast low price,"Date of experience: December 31, 2016",en,Gala Hotel
The hotel is horrible.  I would nor …,hotel horrible would normally walked asked refund however of minute walk sons apartment decided stay also christmas small room dirty stains carpet disgusting linen bed clean however pillows stank duvets filthy tolerated hotel slept amenities either ordered early morning call last day didst happen asked receptionists said phone working told knock door clearly want drinking coffee talking receptionist jacket filthy breakfast of always fight find table usually dirty terrible experience would never use ibis gala hotel ever booking experience good,"Date of experience: December 31, 2016",en,Gala Hotel
Very good and trastfull internet page,good trustful internet page with lot hotels world good conditions reservations,"Date of experience: December 31, 2016",en,Gala Hotel
Good and fast service to book hotel …,good fast service book hotels good experiences found perfect hotel centre london reasonable price also keep date effective way,"Date of experience: December 31, 2016",en,Gala Hotel
Definitely not a 5 stars hotel as described on the website,stayed playa mayo santa maria a days december 2016 disappointed resort fact compared experiences cuba resorts abroad expected much hotel beach indeed beautiful swimming pools numerous bars quantity room old fashioned absolutely comparable a stars room quality food definitely expectations cold cooked basic factory dining hall kindness service cubans one good aspects stay mayo santa maria would definitely recommend resort europeans travelling cuba definitely pay much get prefer casa particulars resorts countries quality accommodation service line high european standards,"Date of experience: December 31, 2016",en,Gala Hotel
It was durty and the room was not i …,duty room good shape sorry breakfast fine location perfect,"Date of experience: December 31, 2016",en,Gala Hotel
"Breakfast was ok, room was tiny and …",breakfast of room tiny old matrices unacceptable,"Date of experience: December 31, 2016",en,Gala Hotel
Everything goes perfectly. The hote …,everything goes perfectly hotel nice nice area stuff friendly breakfast good,"Date of experience: December 31, 2016",en,Gala Hotel
Rooms should be hotter. Location is …,rooms hotter location of service excellent,"Date of experience: December 31, 2016",en,Gala Hotel
I prepaid for 2 nights but on check …,prepaid a nights checking charged a nights leaving am check till later refund given first time charged car parking resident hotel free wifi ordinary residents daily charge considered high hotels give free access stay otherwise completely satisfied room facilities,"Date of experience: December 31, 2016",en,Gala Hotel
Poor Customer Service,logged complaint 121216 one responded arrived london hotel reference booking multiple attempts contact gala hotels one answers phone london numbers continually ring say voice mail account disabled filled second complaints form still one contacted,"Date of experience: December 30, 2016",en,Gala Hotel
"Very nice hotel, very friendly staf …",nice hotel friendly staff great surrounding,"Date of experience: December 30, 2016",en,Gala Hotel
Holiday inn Express Junction 13 M6,happy hotel clean comfortable price excellentbreakfast included price helpful welcoming staff,"Date of experience: December 30, 2016",en,Gala Hotel
I am quite satisfied with the overa …,quite satisfied overall treatment shall use services galahotels future,"Date of experience: December 30, 2016",en,Gala Hotel
Stay away from gala hotels,booked hotel sheffield gala hotels a nightsrecieved conformation id number gala hotels arrival hotel booking according hotelhad nightmare trying phone gala hotelscouldnt get touch till next day waste timecouldnt get booking another hotel weekend everywhere fully booked sheffieldhad drive of mile another hotel,"Date of experience: December 29, 2016",en,Gala Hotel
Excellent hotel . Only 10 mins from …,excellent hotel of mind beach buses hotel every of mind two complaints teacoffee facilities room hot drink evening meal dinner 830 pm bit late us otherwise good place stay,"Date of experience: December 29, 2016",en,Gala Hotel
Nice hotel - but the service was not in top.,hotel nice placed beautiful surroundings service staff compared expectations first service hotel bar slow helpful asked snack appetizers kids eat restaurant waitress helpful never completed order french fries even though ordered waited of minutes another guest company needed change room two times due ventilation problems leaving reception asked payment breakfast even though included price corrected complained nice hotel flaws service,"Date of experience: December 29, 2016",en,Gala Hotel
Good hotel well located good staff,hotel handy us travellingvery good burger lobby barexcellent staff lady moldova particularbedroom pillows need replaced large hard replace provide two types pillowsbathrooms getting bit shabby using hotel number years,"Date of experience: December 29, 2016",en,Gala Hotel
Terrible experience,never problems gala hotels time hotel booked trip seville terrible experience supposed a star hotel a stars hotel standards booked two rooms single double gave us two singles later moved us single room heat general rooms heat bathrooms said could nothing moved another room working heather asked repair heating system moved another room worked of minutes dying considering winter building heated got fevere385 leave one early avoid worsening health condition told since leave freezing cold room answered non compensation charged us two beers never pay printer working would give receipt credit card receipts working paid cash since non change leave a euros hair drier room work frozen wet hair bought one father believe gala check hotel also since trusted gala give us sort compensation back rome bed bronchitis high fever medical evidence send needed circumstances done feel like scoring unless get expiation happened villas gran an 2527 december,"Date of experience: December 29, 2016",en,Gala Hotel
Friendly personalGood locationFin …,friendly personalgood locationfine cousin,"Date of experience: December 29, 2016",en,Gala Hotel
Very easy and straight forwrad to book through Gala Hotels,booking quick easy within of hours hotel booking meant could call discuss needs stay,"Date of experience: December 29, 2016",en,Gala Hotel
