title,body,date
The place was very clean however more…,The place was very clean however more of a motel style hotel which was perfect for our weekend stay.,"Date of experience: August 04, 2019"
Loved it!,Loved it! Quick and easy- exactly as described!,"Date of experience: August 04, 2019"
great place to stay will definitely…,great place to stay will definitely stay here again,"Date of experience: August 03, 2019"
Excellent facilities and excellent…,Excellent facilities and excellent service!,"Date of experience: August 03, 2019"
Rodopiano---- Tangará,The Hotel Palace Tangaráwas a excelent local for us.I don't have any negative questions about the Hotel.,"Date of experience: August 03, 2019"
How they help me,It's clean and the staffs were helpful,"Date of experience: August 03, 2019"
Tried to book 2 nights but the web page…,Tried to book 2 nights but the web page kept doing only one.  Had to call Hotels One and my bank to get the repeated mistakes resolved.  Even Hotel One could not book 2 nights and had to book each night individually.   Hopefully was just a glitch.,"Date of experience: August 02, 2019"
Beds were very clean and comfortable!!,No body text,"Date of experience: August 01, 2019"
was easy and fast and trouble free,No body text,"Date of experience: August 01, 2019"
Hotel was clean lively and friendly…,Hotel was clean lively and friendly only problem was soft pillows,"Date of experience: August 01, 2019"
Good experience,Good experience. No problems. Everything was as represented.,"Date of experience: August 01, 2019"
worked well,worked well no probs,"Date of experience: August 01, 2019"
Grate,Grate abd confirtable,"Date of experience: July 31, 2019"
Hotel doesn’t do online reservations,"I made a reservation for a hotel, but when I went to check-in, I was told they don’t do online reservations and they keep telling booking sites to not list their hotel. They didn’t have any open rooms, so I went to a different hotel to ask if they had an open room.","Date of experience: July 31, 2019"
the hotel was very quiet and very clean…,the hotel was very quiet and very clean and the continental breakfast was excellent.  just do not use the restaurant at this hotel it is a ricky's and is terrible and pricey.  the price isn't even really the point it was the quality and quantity of the food that was lacking. don't eat there have your continental breakfast there but find other spots for lunch or dinner. i would recommend the hotel very highly just not the restaurant,"Date of experience: July 31, 2019"
Cancellation policy isn't given at time…,"Cancellation policy isn't given at time of booking!!!!It would help being able to directly contact you by phone as well, so as to avoid computer ""Fubar's'yours sincerely,Dr. John Dufton FRCP(C)","Date of experience: July 30, 2019"
Fast easy troublefree.,No body text,"Date of experience: July 30, 2019"
Great rooms!,"Great rooms....but would like too see more pictures of the rooms and if the have balconys or patios, and what type of view, if any, they have.","Date of experience: July 30, 2019"
Poor Customer Service,I think this company has the worst customer service in the business! I thought I was dealing with the hotel and I was dealing with a third party shyster!!!,"Date of experience: July 30, 2019"
Overall Satisfied,Had some difficulty in coordinating the information on HotelsOne with the actual hotel itself. The customer service staff was extremely helpful and once they were notified of the issue the issue was resolved almost immediately.,"Date of experience: July 29, 2019"
experience was wonderfull,No body text,"Date of experience: July 29, 2019"
Worked fine.,No body text,"Date of experience: July 29, 2019"
One of the best B&B experiences of my travels,"One of the best B&B experiences.Kathy, the owner, goes beyond the call of duty to serve and answer questions all the time with a smile and warm hospitality.","Date of experience: July 29, 2019"
HotelsOne helped me find a hotel day…,HotelsOne helped me find a hotel day prior and made for a great stay in Boston.,"Date of experience: July 29, 2019"
Good value,"Good value, easy to use","Date of experience: July 29, 2019"
Excellent experience!,No body text,"Date of experience: July 29, 2019"
We were very happy with this hotel and…,We were very happy with this hotel and look forward to our next visit.,"Date of experience: July 28, 2019"
Good service,"Good service, nice environment. Good price","Date of experience: July 28, 2019"
I was able to book a room for a…,I was able to book a room for a reasonable price for the dates and place I wanted without a problem. The reservation was ready when I showed up for the price I was quoted.,"Date of experience: July 28, 2019"
Very clean,"Very clean, very comfortable, very friendly staffs and massage sous la pluie was sensational at the AmericaSpa. Good food! Peaceful stay! Great location!","Date of experience: July 28, 2019"
Good and clear site,"Good and clear site, easy to access. Would have been good to have options for breakfast and dinner, though. No doubt I will be able to address these at check in.","Date of experience: July 28, 2019"
A little confusing on payment,"A little confusing on payment. One screen said to pay this amount, and another said a different amount.","Date of experience: July 27, 2019"
Great service,Great service. Good rate. The hotel was  excellent  I payed the price I book at  no hitten cost..,"Date of experience: July 27, 2019"
We were able to obtain accommodation at…,We were able to obtain accommodation at reasonably short notice and selected one from a range of options,"Date of experience: July 26, 2019"
I had made a reservation but it was not…,I had made a reservation but it was not in the system when I arrived.,"Date of experience: July 25, 2019"
Didn't like all the trucks around,"Didn't like all the trucks around, noisy. Room was neat and clean but I would prefer staying at a nicer motel/location for the price!","Date of experience: July 25, 2019"
Your service was good but I did feel…,Your service was good but I did feel that the room price was a bit high considering that we booked one additional night directly through the front desk and the price including taxes etc was considerably less.,"Date of experience: July 25, 2019"
Our stay at Taos Valley Lodge was very…,Our stay at Taos Valley Lodge was very pleasant. The staff was courteous and non-intrusive. We had our little dog with us and we were all very comfortable. It was very easy to use HOtelsOne.,"Date of experience: July 25, 2019"
easy to use and book,easy to use and book. good job.,"Date of experience: July 25, 2019"
good facilities,"good facilities, good service and support for transfers.","Date of experience: July 25, 2019"
Site was easy to book with,Site was easy to book with. Like that I can pay at the hotel and cancel 24 hours before date of stay with no charges.,"Date of experience: July 25, 2019"
Awesome stay!,No body text,"Date of experience: July 23, 2019"
excellent service,No body text,"Date of experience: July 23, 2019"
nice site easy to navigate.,No body text,"Date of experience: July 22, 2019"
Hotels did a good job with the…,"Hotels did a good job with the reservation.  No complaints about it. Easy.Thanks,","Date of experience: July 22, 2019"
Luxury style Hotel with Lodge Feel,Luxury Style Hotel with Lodge Feel. Definitely opt for a Riverside room. Beautiful views. Restaurant and coffee shop within the resort were very nice with the restaurant being riverside and the coffee shop easy to grab and go off the parking lot. Clean modern upscale finishings created a cozy casual luxury feel. Quality stay in the heart of beauty.,"Date of experience: July 22, 2019"
Our experience at Maumee Bay Lodge put it on our list of places to return with family.,"Our experience at Maumee Bay Lodge was excellent.The facilities were great. The hiking trail gave us a nice walk in nature.Although we did not use them, the two pools were inviting, being able to get an indoor volleyball match going would have been fun, and sitting around a fire in the evening would have capped our day well.","Date of experience: July 22, 2019"
Really simple site to use,No body text,"Date of experience: July 22, 2019"
Our room was overpriced under perform!,Our room was overpriced! It had a constant odor. The doors from the patio and pool were not able to lock.,"Date of experience: July 22, 2019"
The HotelsOne and hotel staff were both…,The HotelsOne and hotel staff were both pleasant and helpful!,"Date of experience: July 21, 2019"
No place to enter discount codes,There is nowhere to enter a AAA discount or a wedding block code.What would the discount be for our wedding block room on Sept. 6/7?,"Date of experience: July 21, 2019"
Great experience,Great experience!  Loved the hotel,"Date of experience: July 21, 2019"
price was more than site said and in…,price was more than site said and in USD - very tricky website. Doesn't feel good.,"Date of experience: July 21, 2019"
Grateful,"Simply quick, easy, and efficient","Date of experience: July 20, 2019"
The Room was all that we required clean…,The Room was all that we required clean and comfortable,"Date of experience: July 20, 2019"
Galt House July 2019,I love the Galt House normally. This time was an exception because the bedding was not fitted or adequate. Hopefully that will change quickly,"Date of experience: July 20, 2019"
Fast booking and easy use!,No body text,"Date of experience: July 19, 2019"
Perfect hotel,"Perfect hotel, perfect everything. Non comparable to anything else in UK","Date of experience: July 19, 2019"
Excellent hotel,"Excellent hotel, clean, comfortable and very handy for Stansted airport at a reasonable price.","Date of experience: July 19, 2019"
No problem at all,"No problem at all, but I have made a booking with the wrong dates previously and hope those dates may be changed to another date without charge. An email was sent with the details on 19 July 2019 of the itinerary number of 8091454456541","Date of experience: July 19, 2019"
Great stay and affordable,Had a great experience and staff friendly and helpful Breakfast was great and was able to get a late check out on last day to accommodate my activities Rooms were clean and bright and appeared to be recently upgraded Great stay in Medicine Hat.,"Date of experience: July 18, 2019"
good value for money,No body text,"Date of experience: July 18, 2019"
Great location,"Great location. Great staff, dog friendly","Date of experience: July 18, 2019"
The staff are very lovely,"The staff are very lovely! Close to airport so it can be a bit noisey, probably not the best for a light sleeper. Apart from that, excellent place!","Date of experience: July 18, 2019"
Quest Appartments,Very clean and obliging staff. Great position.,"Date of experience: July 18, 2019"
Excellent facility,"Excellent facility.  Clean, ideal location and a professional staff.","Date of experience: July 17, 2019"
Enjoyed myself,No body text,"Date of experience: July 17, 2019"
love my hotel love my travel,great location. peaceful clean and friendly,"Date of experience: July 17, 2019"
Hotels One is a great app!,No body text,"Date of experience: July 17, 2019"
To be honest I don't know anything…,To be honest I don't know anything about Hotels one I thought I booked MSocial directly,"Date of experience: July 16, 2019"
Nice hotel,Nice hotel. Friendly and knowledgeable staff at desk. Clean and decent room. Comfortable bed. Bathroom needs a complete update though. Excellent continental breakfast in a large dining area with attentive staffers. Would stay there again if in the area.,"Date of experience: July 16, 2019"
everything great,"everything great, breakfast not your usual buffet, sit down in the resturant, choices to order, lovely hot breakfast, service great, restaurant staff great, Wendy was superb!","Date of experience: July 16, 2019"
Albury Manor House still has charm,"I had stayed at Albury Manor house years ago.  This stay did not disappoint. It still has charm,  clean and in a great location.  Ultra friendly staff, great on site restaurant very affordable. I would highly recommend staying at the Manor House whilst in Albury","Date of experience: July 15, 2019"
Great location with a nice view from…,Great location with a nice view from the porch. Super clean. Breakfast is good and a lot to choose from. Close to good restaurant.Staircase to the second story room are hard to manoeuvre for an elderly,"Date of experience: July 15, 2019"
What a great website,What a great website. It so easy to reserve here. 8119940,"Date of experience: July 15, 2019"
Many Pluses at the Coral Reef,"This hotel offers a treasure for many travelers.  The space is large: we had a separate bedroom, a full kitchen and had a balcony right on a lagoon.  The size of the space limited the available maid service during our extended stay, but the rooms were clean.  The structure is older, but the grounds were well maintained.  The staff was courteous and helpful at all times.  I would recommend this hotel.","Date of experience: July 15, 2019"
A beautifully restored unique experience,"A beautifully restored unique experience. Great staff, delicious food, and unique historical surroundings create a wonderful place to just relax and re-charge. The pool area is just fantastic for old and young. Only complaint: the wine and liquor in the bar could use some additional choices.","Date of experience: July 15, 2019"
We were very happy with Park Regis,We were very happy with Park Regis. Staff were awesome and very helpful,"Date of experience: July 15, 2019"
It was easy to do.,No body text,"Date of experience: July 15, 2019"
A very pleasant place to stay,A very pleasant place to stay. The well cared for gardens and grounds reflect the care and consideration of all of the staff.,"Date of experience: July 14, 2019"
Everything went great!,No body text,"Date of experience: July 14, 2019"
Had to cut stay short,Had to cut stay short.  Still didn't get a refund,"Date of experience: July 14, 2019"
Seamless reservation system,Seamless reservation system.  Immediate email confirmations and response.,"Date of experience: July 14, 2019"
Clean and modern,Clean and modern. Staff were extremely helpful.,"Date of experience: July 14, 2019"
All went well,No body text,"Date of experience: July 14, 2019"
Hotels,It works great for me,"Date of experience: July 14, 2019"
One stop shop,"One stop shop! Great hotel, great site. A+ rating for me.","Date of experience: July 14, 2019"
Loved the hotel,Loved the hotel.  Will definately stay there again.,"Date of experience: July 14, 2019"
The Hotel is a wonderful place to…,The Hotel is a wonderful place to travel. Very friendly and helpful staff and the breakfast is to die for. I rate this hotel 5 stars hands down. PS The security system is super.,"Date of experience: July 14, 2019"
Why do you not have a direct phone…,"Why do you not have a direct phone number? The person I was speaking with had an accent I could not understand and was told no rooms available. I did not want to book on line as I wanted to speak to the receptionist to ask a few questions. We have 3 adults staying in the room and wanted 2bathrooms. Do you have any rooms with 2 bathrooms? If so, not offered. Very poor!","Date of experience: July 13, 2019"
It was great experience,"It was great experience , convenient and clean . The location is nice at the middle of downtown .","Date of experience: July 12, 2019"
Simple easy to use,No body text,"Date of experience: July 12, 2019"
Recommended to me by a friend and couldn't agree more,"Great location and good price. Excellent for families since rooms are spacious and have a fully kitted kitchen, also laundry machine and dryer! Our kids really enjoyed the pool too. If you have time go for a quick work out at the gym before a refreshing splash. We have spent nights here as a family and just as a couple and it is always a pleasure. Rooms are in great condition and always professionally cleaned. There are great restaurants within walking distance and free bus service to CBD just a short walk up the road.Highly recommend!","Date of experience: July 12, 2019"
Very smooth...,No body text,"Date of experience: July 12, 2019"
We really like it.,No body text,"Date of experience: July 12, 2019"
Exceptional location,"Exceptional location, love the historic architecture. The rooms are lovely, the staff very friendly and helpful. The facilities are great, drinks well made and meal a pleasure.","Date of experience: July 12, 2019"
Good service except had a hard time…,Good service except had a hard time getting a contact number to change my reservation from 2 nights to one. Called the hotel and they said the reservation had to be modified through you. Couldn’t get a number to contact to do such,"Date of experience: July 11, 2019"
HotelsOne made the whole process of…,HotelsOne made the whole process of finding an appropriate hotel and booking the best accommodation very simple and provided instant confirmation.,"Date of experience: July 11, 2019"
We stayed @ The Pendery Hotel in…,"We stayed @ The Pendery Hotel in San Diego to celebrate our 60 anniversary.From the moment we arrived until the day we departed we were treated like royalty. The service was warm and caring from the front of house staff to the servers.We  are Canadians and usually stay in Four Seasons  or Fairmont hotels .I can tell you the folks @ the Prendery More than matched them.We loved our spacious room with impeccable cleanliness.Even now, we are planning our return.","Date of experience: July 11, 2019"
Good location we'll stay again,"Good location, happy hour and breakfast.  Bed was too soft and the room smelled of smoke although was supposed to be non smoking.  Overall, not a bad place to stay","Date of experience: July 11, 2019"
Very friendly comfortable place.nice…,Very friendly comfortable place.nice setting and loads of parking,"Date of experience: July 11, 2019"
I got a awesome deal by using the…,I got a awesome deal by using the website when booking my hotel stay in Las Vegas.,"Date of experience: July 10, 2019"
Beautiful old Hotel with helpful staff,"Beautiful, old hotel with amazing staff. Definitely the place to go if you’re celebrating something -the staff go our of their way to make you feel special. The rooms are a little outdated (not as modern as some other Fairmont’s but still clean, classy and charming. The self parking option a little pricey ($22). Would recommend going with the concierge service for $45 if you’re going for a few days. Would certainly stay here again.","Date of experience: July 10, 2019"
Hotel was undergoing a refurb,"Hotel was undergoing a refurb, however it was still worth its 4* rating.","Date of experience: July 09, 2019"
Fun fun,Everyone was very nice the room was nice,"Date of experience: July 09, 2019"
No issues,No issues. Perfect,"Date of experience: July 08, 2019"
All seemed to go very smoothly,"All seemed to go very smoothly, impressed","Date of experience: July 08, 2019"
Everything was beyond…,Everything was beyond expectations.Wonderful experience!,"Date of experience: July 07, 2019"
Very satisfactory,"I don’t normally go through booking agents, but was pleased with all aspects of my . Without my asking they offered us a cot for my granddaughter, and immediately brought us the extra towels needed for a group of 3, as well as providing shuttles to and from the airport.","Date of experience: July 07, 2019"
One night stay,Price was a little steep but the room and hotel were clean and convenient.,"Date of experience: July 06, 2019"
We enjoyed our stay at The Busby,"We enjoyed our stay at The Busby very much.  The staff were very friendly and helpful, our room was perfect, the food was all wonderful and we were attended to by lovely staff who could not do enough for us.  Thank you Busby !!","Date of experience: July 06, 2019"
Everyone was so nice and friendly,Everyone was so nice and friendly. The room was very clean.,"Date of experience: July 06, 2019"
The hotel is located in a very close…,"The hotel is located in a very close proximity to public transport, bus stop at the front and Central Station (train) across the road. Hotel is well appointed with modern gym and clean pool and sauna. Buffet breakfast very good selection. Rooms were a good size but a little sparse, no sofa. Bathroom good and clean, however I didn't like the shower set up, no shower glass door allowed water to go on the floor. But that was the only negative. Staff very helpful and engaging. My stay was business related with the conference centre where I attended meetings only a three minute walk away. Recommend this hotel.","Date of experience: July 05, 2019"
Watch out for the extra $35 a day…,Watch out for the extra $35 a day Resort fee they charging inside sentence great,"Date of experience: July 05, 2019"
I am in Australia and booked a hotel…,Australian booking an Australian hotel charged in US Dollars!I am in Australia and booked a hotel which is also in Australia. There was nothing on your website to indicate I was booking my hotel in US Dollars! My hotel will now cost me 40% than it should have. Absolutely outrageous. I will be telling everyone I know.,"Date of experience: July 05, 2019"
Great website,"Website is easy to follow and search for  great hotels, has rating that helps a lot , rating for not only the hotel but location as well.","Date of experience: July 05, 2019"
Great service!,No body text,"Date of experience: July 04, 2019"
Room in Dalvay was great except that…,"Room in Dalvay was great except that not a good view at all and up 2 long flights of stairs. We are in our 70s and 80s. No elevators. Everything and everyone else excellent.The bed & breakfast in grand falls had stairs to the room, a big step up to the bathroom and was 74 degrees upon entry. We couldn’t adjust heat.temp control but didn’t know how to use it. The owner was very lovely and made us a fantastic breakfast the following morning.Loved how she decorated the room and house.The travelodge motel in Edmundston had a very noisy air conditioner. No nice supper places around that we could see. Great people and clean room. Lovely reception area and breakfast room. Coffee in close proximity of room. Nice decor.","Date of experience: July 04, 2019"
The booking was easy and straight…,The booking was easy and straight forward. I was receiving a refund and they were helpful in getting this resolved between them and the hotel.,"Date of experience: July 04, 2019"
Easy to deal with,No body text,"Date of experience: July 04, 2019"
Great value family weekend escape,"Great value family weekend escape. Good sized clean comfortable room (Superior) 2 adults and 2 older children (sofa bed). Quiet rooms. Excellent breakfast choice. Lovely spacious hotel with Thames Lock views. Easy access to LDR and Emirates Cable Car O2 link. Efficient & friendly staff,","Date of experience: July 03, 2019"
Sleep Inn Clearwater FL,"Always clean, extremely helpful and friendly.","Date of experience: July 03, 2019"
good overview,"very simple, good overview, easy to book","Date of experience: July 03, 2019"
"Our ""Place to get away"" Clean.",No body text,"Date of experience: July 03, 2019"
Loved the Club House Hotel and Suites…,"Loved the Club House Hotel and Suites in Sioux Falls, SD","Date of experience: July 03, 2019"
Hygiene is very important to us.,No body text,"Date of experience: July 02, 2019"
Used HotelsOne when booking a room in Sintra Portugal,Used HotelsOne when booking a room in Sintra Portugal. The first time I have this company so I did contact them by phone after the booking to make sure it seemed legit. The booking and the phone contact went smoothly. I wouldn't hesitate to use them again.,"Date of experience: July 02, 2019"
Booking was very easy,"Booking was very easy. When I had to bring the booking forward one week to attend a revised hospital appointment, Jack, the customer service person, could not have been more helpful.  All was altered very swiftly and a refund of the original booking made as promised within 72 hours.","Date of experience: July 02, 2019"
Excellent place to stay,"Very nice and clean Hotel. Quiet at night, good complimentary breakfast, I would stay there again.","Date of experience: July 02, 2019"
A pleasant night stay at Days Inn as…,A pleasant night stay at Days Inn as usual.John Raynor,"Date of experience: July 02, 2019"
Your response to my request was…,Your response to my request was adequate.,"Date of experience: July 02, 2019"
Vacation inner harbor.,"Clean room, like the shower head from the ceiling. Clean frig, comfy bed. Thanks go out to Bryant. Thank you for storing the motorized handicap cart.","Date of experience: July 02, 2019"
Perfect choice for a rest before you’re…,Perfect choice for a rest before you’re on your way again! Location seemed to work out well.,"Date of experience: July 01, 2019"
Easy Site to Navigate,I was looking for a hotel was was dog friendly.  I was able to locate it through HotelsOne.  It was easy to navigate the website and make the reservations.,"Date of experience: July 01, 2019"
They were supposed to update my…,They were supposed to update my confirmation and it never got taken care of at the hotel I had to do it when I showed up at the hotel lucky we got into the room with two people instead of one,"Date of experience: July 01, 2019"
Beautiful room,Beautiful room.  Clean and comfortable.  Check-in staff were very courteous and friendly.  Pleasant stay.  Will definitely be back.,"Date of experience: July 01, 2019"
I find the constant reminders to revie,"Constant reminders to review the service very annoying.Can't I just ignore you.....well no you do not let me.So here is my review, just one star","Date of experience: July 01, 2019"
No problems,No problems. Clean and friendly. Not a common thing to find today. Parking construction did not inconvinent us.,"Date of experience: July 01, 2019"
The website is not user friendly.,The website is not user friendly.I tried to book a room for 2 nights but the reservation only booked the room for 1 night.I wasn't able to update my reservation do I called the hotel. They couldn't update the reservation so I called the number on the website. I was told the reservation was updated but a new reservation was created for the 2nd night. We had to check out and then check back in on that 2nd day,"Date of experience: July 01, 2019"
Handled my hotel reservation efficiently,No body text,"Date of experience: July 01, 2019"
Great hotel service site!,No body text,"Date of experience: July 01, 2019"
Lovely stay,The room was very clean. The bedding was incredibly comfortable. The staff was friendly and attentive.,"Date of experience: June 30, 2019"
Your web site was perfect to use,Your web site was perfect to use. No problems.,"Date of experience: June 29, 2019"
cheapest rate we could find for the…,cheapest rate we could find for the millennium buffalo,"Date of experience: June 29, 2019"
great,great hotel close to the store,"Date of experience: June 29, 2019"
Great location plus.,"Great location, clean, light, plenty of space and pleasant staff.","Date of experience: June 29, 2019"
Did not receive the confirmation.,Did not receive the confirmation. Not sure what I'm being charged.,"Date of experience: June 29, 2019"
Have had always had  great experience…,Have had always had  great experience with HotelsOne. I am going to Europe so have booked all of our accommodation with no problems what so ever.,"Date of experience: June 28, 2019"
I was please to use HotelsOne,"I was please to use HotelsOne. Sometimes there could be problems with in between the second or third party I would use them again, I was able to get a great rate booking through them.","Date of experience: June 28, 2019"
Gret value for money,"Good location , great value for price and friendly staff","Date of experience: June 27, 2019"
everything was great,No body text,"Date of experience: June 27, 2019"
Clean,"Clean, hospitable, ease to local transit, friendly staff,restaurant with variety, hotel provided access to airportMy visit was for personal reasons and I will be stayingagain at The Prince Arthur Hotel once again when I return.","Date of experience: June 27, 2019"
Good value for money,No body text,"Date of experience: June 27, 2019"
Have never been steered wrong here!,No body text,"Date of experience: June 26, 2019"
Hotel was excellent,"Hotel was excellent! Excellent location, room 117 was right on the beach, nice patio right outside of door with table and chairs, picnic table.  A few feet away was the sand and beach!  Rooms looked just like the pictures, very comfy bed, very nice,big bathroom with walk in shower, lots of space for suitcase and storage. Very quiet beach area with fewer people than other popular beach resorts. Will definitely be going back again!","Date of experience: June 26, 2019"
Nice hotel very clean with comfortable…,Nice hotel very clean with comfortable beds. Met all my needs.,"Date of experience: June 26, 2019"
Was nice & clean rooms are big,Was nice & clean rooms are big they need more varieties for breakfast,"Date of experience: June 25, 2019"
Easy to use and save,No body text,"Date of experience: June 25, 2019"
I chose a hotel based on its look and…,"I chose a hotel based on its look and your reviews, and was very happy with the hotel.  It was in a great location for transportation and sightseeing, and the room was bright, airy and beautifully decorated.  Would stay there again.","Date of experience: June 25, 2019"
My friends and I stay at Motel 6 in…,My friends and I stay at Motel 6 in Destin every year on our travels thru Florida. It's always clean and has great customer service. I highly recommend it.,"Date of experience: June 25, 2019"
location was a big thing,location was a big thing. privacy was another both excellent. only down fall was the water pressure was terrible and not many channels on the tv. also no tv guide as to what channels were available,"Date of experience: June 25, 2019"
the very best,No body text,"Date of experience: June 25, 2019"
The process was easy and the hotel very…,The process was easy and the hotel very comfortable. Thanks for being there.,"Date of experience: June 25, 2019"
Find your Prices on the High side…,Find your Prices on the High side especially as we are only using the room for 10;00 -16:00 [6 Hours ] Transit lay over with a 90 year old lady.Who will require to rest for the long flight [10] flight back home.Convenient Location,"Date of experience: June 25, 2019"
Our vacation,We so enjoy the Courtyard by Marriott in downtown Ottawa. The location is perfect and the hotel is so comfortable. The Sheraton in Hamilton is another favourite. Location and comfort,"Date of experience: June 24, 2019"
Well maintained Hotel and ideal to Stay…,Well maintained Hotel and ideal to Stay with Family. Breakfast is great. Hotel is accessible to all part of Abu Dhabi. Taxi is readily available in the premises.,"Date of experience: June 24, 2019"
The best hotel fantastic location,"The best hotel fantastic location, great reputation and amazing facilities","Date of experience: June 23, 2019"
Great service,"Great service, very user friendly and best rates!","Date of experience: June 21, 2019"
So easy to use!!!,No body text,"Date of experience: June 20, 2019"
Flawless experience.,No body text,"Date of experience: June 20, 2019"
It was easy to book online and the…,It was easy to book online and the staff have excellent Customer service. I rilly enjoyed my stay and the rooms are superb.,"Date of experience: June 20, 2019"
Was in town to help my daughter with…,"Was in town to help my daughter with relocation.Clean, basic hotel. Great location if you are looking for a quiet clean room while visiting family, etc. Off I-10 and main streets. But in Boerne you can't be too far from anywhere!  Appeared once to be one of the better hotels in Boerne. Being remodeled, doing a great job on guest rooms.Front desk staff very good.  Little encounter with anyone else.Front desk referred to breakfast bar as ""Continental"". I considered it as good as having a coffee pot in your room.  Not even fresh fruit & located next door to HEB!","Date of experience: June 20, 2019"
It was great,It was great I would use it again,"Date of experience: June 20, 2019"
HotelsOne ⤵️⤵️,I do not like hotel online companies.  The hotel was great.  The online service (i.e. your company) is not.,"Date of experience: June 20, 2019"
Got a quick response and saved money,No body text,"Date of experience: June 20, 2019"
Had a wonderful holiday at this hotel,"Had a wonderful holiday at this hotel . Owners & staff were all polite , helpful & cheerful . The room was excellent with everything you needed & it was kept clean with fresh towels & bed linen when needed . The breakfasts were superb . A choice of tea or coffee , cereal , yoghurt , fruit juice & a wonderful fried breakfast . It would need someone with an immense appetite to get through the large version of the full English . Will definitely go back .","Date of experience: June 19, 2019"
Ok stay,It was ok. The room was spacious and the beds were comfortable. The pool was closed at the time I was there.,"Date of experience: June 18, 2019"
Our stay at the Travelway Inn in…,Our stay at the Travelway Inn in Sudbury was very satisfactoryespecially due to the closeness to the Laurentian hospital.,"Date of experience: June 18, 2019"
Awesome experience with hotels one.,No body text,"Date of experience: June 18, 2019"
The reservation went well with no,The reservation went well with nosurprises. The price wasdefinitely competitive andreasonable. I would use your App again.,"Date of experience: June 17, 2019"
We booked this hotel on just online…,"We booked this hotel on just online views. Brought my whole family for a basketball tournament. The rooms are small and a bit dated, but for us who spent 90% of the time on the beach and at the tournaments it was perfect. Very clean, and family friendly. Not a ton of crazy partying. Also, I cannot say enough about the staff being extremely friendly, and kind. If we had questions or needed anything, they were right on it.It will be a go to for our family when we go to Wildwood.","Date of experience: June 17, 2019"
Even though you are next to a highway…,Even though you are next to a highway ...once the door is closed. It is very quiet. We like the heated pool. Very clean. Great food. Great bed. Beautiful 💐,"Date of experience: June 17, 2019"
Everything from cleanineas to AWESOME…,Everything from cleanineas to AWESOME hotel staff MADE our stay Excellent.  EVERYTHING was easy close by and perfect for a group of 30.  Thanks for the help and CUSTOMER service provided.  WOULD recommend this hotel to anyone.,"Date of experience: June 17, 2019"
Nice hotel,"Nice hotel, nice location and nice price","Date of experience: June 17, 2019"
All as as expected and promised,No body text,"Date of experience: June 17, 2019"
Excellent transaction,No body text,"Date of experience: June 17, 2019"
so dog friendly,so dog friendly! we loved it!,"Date of experience: June 16, 2019"
I love Jindy Inn,"I am from Asia, I am from Taiwan. I have been to Jindabyne 6 times and the Jindy Inn is the best hotel I have ever stayed at. The facilities are superior to the four-star hotel, the service attitude is so kind, breakfast is the best I have ever eaten in Australia for a year, small croissant, Wholemeal Toast, Passion fruit Yogurt, fresh fruit, tender sausage.","Date of experience: June 15, 2019"
Slick transaction and no complaints at…,Slick transaction and no complaints at all.,"Date of experience: June 15, 2019"
excellent,"excellent, hassle free stay. breakfast good set up for day. will come again","Date of experience: June 15, 2019"
Great service...Directions were easy to…,Great service...Directions were easy to follow... Anticipateour stay in Flagstaff area.....Thank you  Mo,"Date of experience: June 14, 2019"
Value for money hotel,"Value for money hotel with helpful and pleasant staff in a good location for Heathrow, Twickenham etc.","Date of experience: June 14, 2019"
It was easy to make a reservation,It was easy to make a reservation.  The room was clean. All the staff was helpful and friendly.  The breakfast was great. The hotel is very close to the interstate. Easy access to I40.,"Date of experience: June 13, 2019"
Clean comfortable room,"Clean comfortable room, friendly and helpful staff. Quick check-in, easy check-out.Hot breakfast was included. I am going again in a few weeks. This will be my third visit in less than a year.","Date of experience: June 13, 2019"
A faultless 2 course evening meal…,"A faultless 2 course evening meal ...fine dining...in a beautiful restaurant waited on by an immaculate young man.A splendid spacious room and a very comfortable nights sleep followed by a delicious cooked to order breakfast.....Both myself and my partner,Jacqui will hope to return again and again....Many Thanks to all the staff at this lovely hotel.","Date of experience: June 13, 2019"
The Hotel was lovely....but,"The Hotel was lovely, nice lounge and bar area, location was very good,the downside for me was the bedroom although the King size bed was very comfortable and the bed linen was quality, the size of the room was very small.Being a woman, there was no mirror in the bedroom and drying hair in the bathroom was a no no, so quite difficultFor the price I paid £172.00 I was quite disappointed, I requested a room with a city view and got a brick wall.On the positive side it was nice and the breakfast was good and the staff very accomodating","Date of experience: June 13, 2019"
They were great to deal with,They were great to deal with accomodation was excellent,"Date of experience: June 13, 2019"
easy experience with decent pool.,"easy experience with decent pool.. and good food. Could it have been more glamorous.. sure.. but seriously, this place is just downright - chill. Clean, good food.. good amenities.. and SUPER nice staff.","Date of experience: June 13, 2019"
Efficient,I did not make it to the Hotel.The booking online was quick and orderly.Thanks As it was the lowest rate possible no refund is required.,"Date of experience: June 13, 2019"
COULDNT ASK FOR A BETTER STAY,"Beautiful little boutique hotel, check in/out was smooth sailing, my room was gorgeous and had absolutely everything and more! The hallways smelt amazing! There was a great soaker tub in the room, the shower was beautiful the only complaint that I can come up with is that there was not a hand held shower option. I loved that I could open the windows in my room. The staff were greeeeeeaatt!!!!! sOOOO HAPPY AND SO ACCOMMODATING TO EVERY REQUEST!! The location of the hotel was perfect there was a wonderful market right next door with all types of food. If you are in London this is a must stay!","Date of experience: June 12, 2019"
